timestamp,order_type,price,stop_loss,take_profit,lot_size,order_id,balance,status,close_price,close_time,profit_loss,close_reason
2025-08-06 18:42:35,SELL,3366.59,3370.7,2.59,0.02,4282169691,100000.0,OPEN,,,,
2025-08-06 18:43:36,SELL,3366.03,3370.7,2.65,0.02,4282181105,100000.0,OPEN,,,,
2025-08-06 18:44:36,SELL,3366.44,3370.7,2.67,0.02,4282191100,100000.0,OPEN,,,,
2025-08-06 18:45:36,SELL,3366.3,3370.7,2.62,0.02,4282199553,100000.0,OPEN,,,,
2025-08-06 18:46:37,SELL,3366.32,3370.7,2.55,0.02,4282211067,100000.0,OPEN,,,,
2025-08-06 18:47:37,SELL,3366.33,3370.42,2.42,0.02,4282220737,100000.0,OPEN,,,,
2025-08-06 18:48:37,SELL,3367.76,3370.7,2.28,0.03,4282234111,100000.0,OPEN,,,,
2025-08-06 18:49:37,SELL,3367.26,3370.7,2.13,0.03,4282242688,100000.0,OPEN,,,,
2025-08-06 18:50:38,SELL,3367.34,3370.7,2.01,0.03,4282251559,100000.0,OPEN,,,,
2025-08-06 18:52:38,BUY,3371.83,3367.45,1.98,0.02,4282291191,100000.0,OPEN,,,,
2025-08-06 19:05:39,BUY,3373.69,3369.61,2.28,0.02,4282493290,100000.0,OPEN,,,,
2025-08-06 19:06:39,BUY,3372.9,3369.51,2.23,0.03,4282507984,100000.0,OPEN,,,,
2025-08-06 19:07:39,BUY,3371.93,3369.51,2.18,0.04,4282519584,100000.0,OPEN,,,,
2025-08-06 19:08:39,BUY,3371.2,3369.51,2.58,0.06,4282533257,100000.0,OPEN,,,,
2025-08-06 19:09:40,BUY,3371.3,3369.51,2.52,0.06,4282548141,100000.0,OPEN,,,,
2025-08-06 19:14:40,BUY,3372.14,3369.51,1.98,0.04,4282610515,100000.0,OPEN,,,,
2025-08-06 19:15:40,BUY,3372.18,3369.51,1.91,0.04,4282619765,100000.0,OPEN,,,,
2025-08-06 19:16:41,BUY,3372.36,3369.51,1.83,0.04,4282628970,100000.0,OPEN,,,,
2025-08-06 19:17:41,BUY,3373.13,3369.68,1.76,0.03,4282640795,100000.0,OPEN,,,,
2025-08-06 19:18:41,BUY,3373.79,3370.27,1.7,0.03,4282654426,100000.0,OPEN,,,,
2025-08-06 19:19:42,BUY,3372.94,3370.37,1.68,0.04,4282667468,100000.0,OPEN,,,,
2025-08-06 19:20:42,BUY,3373.45,3370.37,1.69,0.03,4282677792,100000.0,OPEN,,,,
2025-08-06 19:21:42,BUY,3373.35,3370.37,1.65,0.03,4282686575,100000.0,OPEN,,,,
2025-08-06 19:22:42,BUY,3375.26,3371.9,1.66,0.03,4282707217,100000.0,OPEN,,,,
2025-08-06 19:23:43,BUY,3375.42,3372.6,1.65,0.04,4282722710,100000.0,OPEN,,,,
2025-08-06 19:24:43,BUY,3375.72,3372.31,1.64,0.03,4282737904,100000.0,OPEN,,,,
2025-08-06 19:25:43,BUY,3375.07,3372.31,1.62,0.04,4282750807,100000.0,OPEN,,,,
2025-08-06 19:26:44,BUY,3375.52,3372.31,1.61,0.03,4282761737,100000.0,OPEN,,,,
2025-08-06 19:27:44,BUY,3375.73,3372.43,1.6,0.03,4282770978,100000.0,OPEN,,,,
2025-08-06 19:35:44,BUY,3376.07,3373.9,1.55,0.05,4282871816,100000.0,OPEN,,,,
